recipe,pair,scope,rank
GW (intra-modal geometry),canonical,aggregate,351
GW (intra-modal geometry),canonical,aggregate,86
GW (intra-modal geometry),canonical,aggregate,206
GW (intra-modal geometry),canonical,aggregate,21
GW (intra-modal geometry),canonical,aggregate,310
GW (intra-modal geometry),canonical,aggregate,204
GW (intra-modal geometry),canonical,aggregate,11
GW (intra-modal geometry),canonical,aggregate,58
GW (intra-modal geometry),canonical,aggregate,83
GW (intra-modal geometry),canonical,aggregate,122
GW (intra-modal geometry),canonical,aggregate,27
GW (intra-modal geometry),canonical,aggregate,284
GW (intra-modal geometry),canonical,aggregate,51
GW (intra-modal geometry),canonical,aggregate,15
GW (intra-modal geometry),canonical,aggregate,40
GW (intra-modal geometry),canonical,aggregate,149
GW (intra-modal geometry),canonical,aggregate,29
GW (intra-modal geometry),canonical,aggregate,8
GW (intra-modal geometry),canonical,aggregate,212
GW (intra-modal geometry),canonical,aggregate,17
GW (intra-modal geometry),canonical,aggregate,325
GW (intra-modal geometry),canonical,aggregate,26
GW (intra-modal geometry),canonical,aggregate,103
GW (intra-modal geometry),canonical,aggregate,187
GW (intra-modal geometry),canonical,aggregate,272
GW (intra-modal geometry),canonical,aggregate,135
GW (intra-modal geometry),canonical,aggregate,219
GW (intra-modal geometry),canonical,aggregate,237
GW (intra-modal geometry),canonical,aggregate,211
GW (intra-modal geometry),canonical,heldout,210
GW (intra-modal geometry),canonical,heldout,146
GW (intra-modal geometry),canonical,heldout,25
GW (intra-modal geometry),canonical,heldout,4
GW (intra-modal geometry),canonical,heldout,187
GW (intra-modal geometry),canonical,heldout,279
GW (intra-modal geometry),canonical,heldout,8
GW (intra-modal geometry),canonical,heldout,20
GW (intra-modal geometry),canonical,heldout,214
GW (intra-modal geometry),canonical,heldout,311
GW (intra-modal geometry),canonical,heldout,84
GW (intra-modal geometry),canonical,heldout,40
GW (intra-modal geometry),canonical,heldout,115
GW (intra-modal geometry),canonical,heldout,171
GW (intra-modal geometry),canonical,heldout,30
GW (intra-modal geometry),canonical,heldout,290
GW (intra-modal geometry),canonical,heldout,244
GW (intra-modal geometry),canonical,heldout,108
GW (intra-modal geometry),canonical,heldout,279
GW (intra-modal geometry),canonical,heldout,332
GW (intra-modal geometry),canonical,heldout,188
GW (intra-modal geometry),canonical,heldout,27
GW (intra-modal geometry),canonical,heldout,189
GW (intra-modal geometry),canonical,heldout,178
GW (intra-modal geometry),canonical,heldout,25
GW (intra-modal geometry),canonical,heldout,351
GW (intra-modal geometry),canonical,heldout,86
GW (intra-modal geometry),canonical,heldout,51
GW (intra-modal geometry),canonical,heldout,29
GW (intra-modal geometry),canonical,heldout,237
Raw caption cosine (ceiling),canonical,aggregate,151
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,12
Raw caption cosine (ceiling),canonical,aggregate,125
Raw caption cosine (ceiling),canonical,aggregate,172
Raw caption cosine (ceiling),canonical,aggregate,47
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,158
Raw caption cosine (ceiling),canonical,aggregate,82
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,15
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,207
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,102
Raw caption cosine (ceiling),canonical,aggregate,8
Raw caption cosine (ceiling),canonical,aggregate,98
Raw caption cosine (ceiling),canonical,aggregate,80
Raw caption cosine (ceiling),canonical,aggregate,6
Raw caption cosine (ceiling),canonical,aggregate,16
Raw caption cosine (ceiling),canonical,aggregate,143
Raw caption cosine (ceiling),canonical,aggregate,78
Raw caption cosine (ceiling),canonical,aggregate,33
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,141
Raw caption cosine (ceiling),canonical,aggregate,146
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,49
Raw caption cosine (ceiling),canonical,aggregate,16
Raw caption cosine (ceiling),canonical,aggregate,271
Raw caption cosine (ceiling),canonical,aggregate,5
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,29
Raw caption cosine (ceiling),canonical,aggregate,10
Raw caption cosine (ceiling),canonical,aggregate,118
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,17
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,19
Raw caption cosine (ceiling),canonical,aggregate,11
Raw caption cosine (ceiling),canonical,aggregate,24
Raw caption cosine (ceiling),canonical,aggregate,297
Raw caption cosine (ceiling),canonical,aggregate,12
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,123
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,167
Raw caption cosine (ceiling),canonical,aggregate,25
Raw caption cosine (ceiling),canonical,aggregate,108
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,24
Raw caption cosine (ceiling),canonical,aggregate,120
Raw caption cosine (ceiling),canonical,aggregate,19
Raw caption cosine (ceiling),canonical,aggregate,216
Raw caption cosine (ceiling),canonical,aggregate,6
Raw caption cosine (ceiling),canonical,aggregate,45
Raw caption cosine (ceiling),canonical,aggregate,311
Raw caption cosine (ceiling),canonical,aggregate,140
Raw caption cosine (ceiling),canonical,aggregate,324
Raw caption cosine (ceiling),canonical,aggregate,74
Raw caption cosine (ceiling),canonical,aggregate,80
Raw caption cosine (ceiling),canonical,aggregate,173
Raw caption cosine (ceiling),canonical,aggregate,188
Raw caption cosine (ceiling),canonical,aggregate,162
Raw caption cosine (ceiling),canonical,aggregate,16
Raw caption cosine (ceiling),canonical,aggregate,258
Raw caption cosine (ceiling),canonical,aggregate,25
Raw caption cosine (ceiling),canonical,aggregate,99
Raw caption cosine (ceiling),canonical,aggregate,141
Raw caption cosine (ceiling),canonical,aggregate,81
Raw caption cosine (ceiling),canonical,aggregate,20
Raw caption cosine (ceiling),canonical,aggregate,39
Raw caption cosine (ceiling),canonical,aggregate,42
Raw caption cosine (ceiling),canonical,aggregate,213
Raw caption cosine (ceiling),canonical,aggregate,82
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,348
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,298
Raw caption cosine (ceiling),canonical,aggregate,300
Raw caption cosine (ceiling),canonical,aggregate,25
Raw caption cosine (ceiling),canonical,aggregate,201
Raw caption cosine (ceiling),canonical,aggregate,95
Raw caption cosine (ceiling),canonical,aggregate,219
Raw caption cosine (ceiling),canonical,aggregate,24
Raw caption cosine (ceiling),canonical,aggregate,48
Raw caption cosine (ceiling),canonical,aggregate,325
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,166
Raw caption cosine (ceiling),canonical,aggregate,76
Raw caption cosine (ceiling),canonical,aggregate,19
Raw caption cosine (ceiling),canonical,aggregate,316
Raw caption cosine (ceiling),canonical,aggregate,137
Raw caption cosine (ceiling),canonical,aggregate,24
Raw caption cosine (ceiling),canonical,aggregate,21
Raw caption cosine (ceiling),canonical,aggregate,154
Raw caption cosine (ceiling),canonical,aggregate,113
Raw caption cosine (ceiling),canonical,aggregate,112
Raw caption cosine (ceiling),canonical,aggregate,297
Raw caption cosine (ceiling),canonical,aggregate,370
Raw caption cosine (ceiling),canonical,aggregate,180
Raw caption cosine (ceiling),canonical,aggregate,28
Raw caption cosine (ceiling),canonical,aggregate,214
Raw caption cosine (ceiling),canonical,aggregate,151
Raw caption cosine (ceiling),canonical,aggregate,55
Raw caption cosine (ceiling),canonical,aggregate,64
Raw caption cosine (ceiling),canonical,aggregate,13
Raw caption cosine (ceiling),canonical,aggregate,187
Raw caption cosine (ceiling),canonical,aggregate,150
Raw caption cosine (ceiling),canonical,aggregate,225
Raw caption cosine (ceiling),canonical,aggregate,313
Raw caption cosine (ceiling),canonical,aggregate,170
Raw caption cosine (ceiling),canonical,aggregate,9
Raw caption cosine (ceiling),canonical,aggregate,7
Raw caption cosine (ceiling),canonical,aggregate,127
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,159
Raw caption cosine (ceiling),canonical,aggregate,38
Raw caption cosine (ceiling),canonical,aggregate,392
Raw caption cosine (ceiling),canonical,aggregate,6
Raw caption cosine (ceiling),canonical,aggregate,39
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,9
Raw caption cosine (ceiling),canonical,aggregate,72
Raw caption cosine (ceiling),canonical,aggregate,35
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,156
Raw caption cosine (ceiling),canonical,aggregate,25
Raw caption cosine (ceiling),canonical,aggregate,84
Raw caption cosine (ceiling),canonical,aggregate,46
Raw caption cosine (ceiling),canonical,aggregate,8
Raw caption cosine (ceiling),canonical,aggregate,82
Raw caption cosine (ceiling),canonical,aggregate,157
Raw caption cosine (ceiling),canonical,aggregate,5
Raw caption cosine (ceiling),canonical,aggregate,168
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,280
Raw caption cosine (ceiling),canonical,aggregate,140
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,138
Raw caption cosine (ceiling),canonical,aggregate,74
Raw caption cosine (ceiling),canonical,aggregate,53
Raw caption cosine (ceiling),canonical,aggregate,85
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,9
Raw caption cosine (ceiling),canonical,aggregate,277
Raw caption cosine (ceiling),canonical,aggregate,7
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,204
Raw caption cosine (ceiling),canonical,aggregate,320
Raw caption cosine (ceiling),canonical,aggregate,25
Raw caption cosine (ceiling),canonical,aggregate,13
Raw caption cosine (ceiling),canonical,aggregate,36
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,26
Raw caption cosine (ceiling),canonical,aggregate,5
Raw caption cosine (ceiling),canonical,aggregate,22
Raw caption cosine (ceiling),canonical,aggregate,7
Raw caption cosine (ceiling),canonical,aggregate,6
Raw caption cosine (ceiling),canonical,aggregate,64
Raw caption cosine (ceiling),canonical,aggregate,16
Raw caption cosine (ceiling),canonical,aggregate,7
Raw caption cosine (ceiling),canonical,aggregate,28
Raw caption cosine (ceiling),canonical,aggregate,234
Raw caption cosine (ceiling),canonical,aggregate,114
Raw caption cosine (ceiling),canonical,aggregate,162
Raw caption cosine (ceiling),canonical,aggregate,105
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,24
Raw caption cosine (ceiling),canonical,aggregate,100
Raw caption cosine (ceiling),canonical,aggregate,13
Raw caption cosine (ceiling),canonical,aggregate,154
Raw caption cosine (ceiling),canonical,aggregate,271
Raw caption cosine (ceiling),canonical,aggregate,79
Raw caption cosine (ceiling),canonical,aggregate,156
Raw caption cosine (ceiling),canonical,aggregate,177
Raw caption cosine (ceiling),canonical,aggregate,235
Raw caption cosine (ceiling),canonical,aggregate,42
Raw caption cosine (ceiling),canonical,aggregate,340
Raw caption cosine (ceiling),canonical,aggregate,106
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,39
Raw caption cosine (ceiling),canonical,aggregate,63
Raw caption cosine (ceiling),canonical,aggregate,33
Raw caption cosine (ceiling),canonical,aggregate,261
Raw caption cosine (ceiling),canonical,aggregate,24
Raw caption cosine (ceiling),canonical,aggregate,28
Raw caption cosine (ceiling),canonical,aggregate,18
Raw caption cosine (ceiling),canonical,aggregate,101
Raw caption cosine (ceiling),canonical,aggregate,10
Raw caption cosine (ceiling),canonical,aggregate,158
Raw caption cosine (ceiling),canonical,aggregate,168
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,338
Raw caption cosine (ceiling),canonical,aggregate,51
Raw caption cosine (ceiling),canonical,aggregate,58
Raw caption cosine (ceiling),canonical,aggregate,7
Raw caption cosine (ceiling),canonical,aggregate,11
Raw caption cosine (ceiling),canonical,aggregate,267
Raw caption cosine (ceiling),canonical,aggregate,28
Raw caption cosine (ceiling),canonical,aggregate,101
Raw caption cosine (ceiling),canonical,aggregate,90
Raw caption cosine (ceiling),canonical,aggregate,232
Raw caption cosine (ceiling),canonical,aggregate,123
Raw caption cosine (ceiling),canonical,aggregate,35
Raw caption cosine (ceiling),canonical,aggregate,253
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,304
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,14
Raw caption cosine (ceiling),canonical,aggregate,69
Raw caption cosine (ceiling),canonical,aggregate,129
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,106
Raw caption cosine (ceiling),canonical,aggregate,84
Raw caption cosine (ceiling),canonical,aggregate,103
Raw caption cosine (ceiling),canonical,aggregate,64
Raw caption cosine (ceiling),canonical,aggregate,61
Raw caption cosine (ceiling),canonical,aggregate,76
Raw caption cosine (ceiling),canonical,aggregate,343
Raw caption cosine (ceiling),canonical,aggregate,3
Raw caption cosine (ceiling),canonical,aggregate,58
Raw caption cosine (ceiling),canonical,aggregate,18
Raw caption cosine (ceiling),canonical,aggregate,9
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,378
Raw caption cosine (ceiling),canonical,aggregate,360
Raw caption cosine (ceiling),canonical,aggregate,2
Raw caption cosine (ceiling),canonical,aggregate,236
Raw caption cosine (ceiling),canonical,aggregate,11
Raw caption cosine (ceiling),canonical,aggregate,9
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,20
